id_emprestimo,codigo_barras,data_renovacao,data_emprestimo,data_devolucao,matricula_ou_siape,tipo_vinculo_usuario
2973658,2008002806,2020/03/06 18:57:53.683000000,2020/02/20 19:07:50.965000000,2020/03/16 20:26:19.000000000,2016055907.0,ALUNO DE GRADUAÇÃO
2973659,2008031811,,2020/02/20 19:09:11.175000000,2020/03/09 18:32:15.000000000,20200035809.0,ALUNO DE GRADUAÇÃO
2973660,2011032950,2020/03/03 19:01:19.808000000,2020/02/20 19:10:06.995000000,2020/03/04 09:06:14.000000000,20200033742.0,ALUNO DE GRADUAÇÃO
2973661,2013109348,,2020/02/20 19:10:07.075000000,2020/02/21 12:47:22.000000000,20200033742.0,ALUNO DE GRADUAÇÃO
2973662,2011082742,,2020/02/20 19:12:36.648000000,2020/03/10 18:50:39.000000000,20160142835.0,ALUNO DE GRADUAÇÃO
2973663,2011078941,,2020/02/20 19:12:36.712000000,2021/01/05 11:33:43.000000000,20160142835.0,ALUNO DE GRADUAÇÃO
2973664,2014012358,,2020/02/20 19:13:34.110000000,2021/07/20 12:00:38.000000000,20191018642.0,ALUNO DE PÓS-GRADUAÇÃO
2973665,2014047926,,2020/02/20 19:13:34.156000000,2021/07/20 11:58:57.000000000,20191018642.0,ALUNO DE PÓS-GRADUAÇÃO
2973666,2011083775,2020/03/03 08:33:49.768000000,2020/02/20 19:17:09.424000000,2021/02/24 16:54:21.000000000,20180057992.0,ALUNO DE GRADUAÇÃO
2973667,L149761,,2020/02/20 19:23:04.547000000,2020/03/06 14:40:39.000000000,20190085749.0,ALUNO DE GRADUAÇÃO
2973668,2015005191,,2020/02/20 19:23:04.622000000,2020/03/06 14:40:32.000000000,20190085749.0,ALUNO DE GRADUAÇÃO
2973669,2013110648,,2020/02/20 19:23:57.834000000,2020/03/06 08:13:02.000000000,3044851.0,DOCENTE
2973670,2015002947,,2020/02/20 19:23:57.863000000,2020/03/06 08:12:43.000000000,3044851.0,DOCENTE
2973671,2017039054,,2020/02/20 19:23:57.894000000,2020/03/06 08:13:17.000000000,3044851.0,DOCENTE
2973672,L172244,,2020/02/20 19:25:37.468000000,2020/03/10 18:18:24.000000000,20170184660.0,ALUNO DE GRADUAÇÃO
2973673,2010029695,,2020/02/20 19:25:37.541000000,2020/03/10 18:18:48.000000000,20170184660.0,ALUNO DE GRADUAÇÃO
2973674,2016035313,,2020/02/20 19:25:37.614000000,2020/03/10 18:18:40.000000000,20170184660.0,ALUNO DE GRADUAÇÃO
2973675,2012058183,,2020/02/20 19:26:03.616000000,2020/03/03 09:44:01.000000000,20170088977.0,ALUNO DE GRADUAÇÃO
2973676,2013066704,,2020/02/20 19:26:03.661000000,2020/03/03 09:43:45.000000000,20170088977.0,ALUNO DE GRADUAÇÃO
2973677,2014058588,,2020/02/20 19:26:03.711000000,2020/03/06 11:11:27.000000000,20170088977.0,ALUNO DE GRADUAÇÃO
2973678,2011082668,2020/03/05 10:46:20.219000000,2020/02/20 19:27:10.019000000,2022/02/15 09:08:12.000000000,20170020371.0,ALUNO DE GRADUAÇÃO
2973679,2013105747,2020/03/05 10:46:20.195000000,2020/02/20 19:27:10.062000000,2022/02/15 09:08:27.000000000,20170020371.0,ALUNO DE GRADUAÇÃO
2973680,2008022651,,2020/02/20 19:28:42.229000000,2020/03/04 09:21:39.000000000,20190157810.0,ALUNO DE GRADUAÇÃO
2973681,2013113871,,2020/02/20 19:30:00.109000000,2020/02/27 16:46:49.000000000,20201004119.0,ALUNO DE PÓS-GRADUAÇÃO
2973682,2018014480,,2020/02/20 19:30:00.179000000,2020/02/27 16:46:56.000000000,20201004119.0,ALUNO DE PÓS-GRADUAÇÃO
2973683,2014049830,2020/03/06 17:57:50.446000000,2020/02/20 19:32:31.700000000,,20170068670.0,ALUNO DE GRADUAÇÃO
2973684,2015032581,2020/03/06 17:57:50.420000000,2020/02/20 19:32:31.775000000,2020/03/09 18:50:38.000000000,20170068670.0,ALUNO DE GRADUAÇÃO
2973685,2015033672,2020/03/06 17:57:50.397000000,2020/02/20 19:32:31.833000000,,20170068670.0,ALUNO DE GRADUAÇÃO
2973686,L105785,,2020/02/20 19:37:27.497000000,2020/03/03 20:28:39.000000000,20200102367.0,ALUNO DE GRADUAÇÃO
2973687,C013969,,2020/02/20 19:37:57.312000000,2020/03/10 20:27:49.000000000,2014014271.0,ALUNO DE GRADUAÇÃO
2973688,2010065824,,2020/02/20 19:37:57.360000000,2020/03/10 20:28:10.000000000,2014014271.0,ALUNO DE GRADUAÇÃO
2973689,2012039440,,2020/02/20 19:37:57.408000000,2020/03/10 20:28:18.000000000,2014014271.0,ALUNO DE GRADUAÇÃO
2973690,2013000650,2020/03/05 16:01:00.025000000,2020/02/20 19:39:19.957000000,,20190108487.0,ALUNO DE GRADUAÇÃO
2973691,2014084451,2020/03/05 06:33:38.331000000,2020/02/20 19:43:20.894000000,2020/12/23 10:25:48.000000000,2015007950.0,ALUNO DE GRADUAÇÃO
2973692,2014019216,,2020/02/20 19:43:27.230000000,2020/02/28 18:25:54.000000000,20200094167.0,ALUNO DE GRADUAÇÃO
2973693,2018016297,,2020/02/20 19:43:27.275000000,2020/02/28 18:25:48.000000000,20200094167.0,ALUNO DE GRADUAÇÃO
2973694,2011033209,,2020/02/20 19:43:36.339000000,2020/03/02 08:53:47.000000000,20170125032.0,ALUNO DE GRADUAÇÃO
2973695,2013080734,2020/03/05 08:18:06.649000000,2020/02/20 19:46:43.443000000,2020/03/10 18:58:10.000000000,20180010889.0,ALUNO DE GRADUAÇÃO
2973696,2013109565,2020/03/05 08:18:06.629000000,2020/02/20 19:46:43.524000000,2020/03/10 18:58:03.000000000,20180010889.0,ALUNO DE GRADUAÇÃO
2973697,2015041900,2020/03/05 08:18:06.608000000,2020/02/20 19:46:43.593000000,2020/03/10 18:57:49.000000000,20180010889.0,ALUNO DE GRADUAÇÃO
2973698,2018022571,2020/03/05 14:58:07.259000000,2020/02/20 19:50:43.089000000,2020/03/09 10:12:59.000000000,20190044791.0,ALUNO DE GRADUAÇÃO
2973699,L178457,,2020/02/20 19:51:27.686000000,2020/03/09 17:47:55.000000000,20200089800.0,ALUNO DE GRADUAÇÃO
2973700,2014019230,,2020/02/20 19:51:27.745000000,2020/03/09 17:48:05.000000000,20200089800.0,ALUNO DE GRADUAÇÃO
2973701,2013080497,,2020/02/20 19:51:39.710000000,2020/03/04 18:46:29.000000000,20180041491.0,ALUNO DE GRADUAÇÃO
2973702,2015023583,2020/03/06 12:49:53.905000000,2020/02/20 19:53:27.674000000,,20190095629.0,ALUNO DE GRADUAÇÃO
2973703,2018024306,2020/03/06 12:49:53.884000000,2020/02/20 19:53:27.741000000,,20190095629.0,ALUNO DE GRADUAÇÃO
2973704,L014497,2020/03/06 09:36:58.691000000,2020/02/20 19:54:21.356000000,,20180115165.0,ALUNO DE GRADUAÇÃO
2973705,2009021601,2020/03/04 15:14:43.868000000,2020/02/20 19:55:44.017000000,,20200085284.0,ALUNO DE GRADUAÇÃO
2973706,2014030299,2020/03/05 12:14:42.715000000,2020/02/20 19:56:28.712000000,2020/03/12 18:47:57.000000000,20200089167.0,ALUNO DE GRADUAÇÃO
2973707,2014030300,2020/02/28 17:27:36.951000000,2020/02/20 19:57:06.043000000,2020/03/16 20:37:38.000000000,20200094167.0,ALUNO DE GRADUAÇÃO
2973708,2010002183,2020/03/06 10:14:57.693000000,2020/02/20 19:58:01.557000000,2021/09/13 10:32:29.000000000,20190106885.0,ALUNO DE GRADUAÇÃO
2973709,2009050828,2020/03/05 22:49:43.519000000,2020/02/20 19:59:18.079000000,2021/06/21 08:21:14.000000000,20180017979.0,ALUNO DE GRADUAÇÃO
2973710,L177734,,2020/02/20 19:59:47.327000000,2020/03/02 15:10:57.000000000,20190096321.0,ALUNO DE GRADUAÇÃO
2973711,2015023554,,2020/02/20 19:59:47.392000000,2020/02/28 16:59:09.000000000,20190096321.0,ALUNO DE GRADUAÇÃO
2973712,L192706,,2020/02/20 20:00:52.306000000,2020/03/02 14:38:09.000000000,20180085217.0,ALUNO DE GRADUAÇÃO
2973713,2013005763,,2020/02/20 20:01:34.957000000,2020/03/02 19:26:38.000000000,20200136418.0,ALUNO DE GRADUAÇÃO
2973714,2015023549,,2020/02/20 20:01:35.036000000,2020/03/03 20:27:54.000000000,20200136418.0,ALUNO DE GRADUAÇÃO
2973715,2016010541,,2020/02/20 20:01:35.104000000,2020/03/02 19:26:56.000000000,20200136418.0,ALUNO DE GRADUAÇÃO
2973716,L179354,2020/03/05 08:57:22.376000000,2020/02/20 20:02:36.904000000,,20200128318.0,ALUNO DE GRADUAÇÃO
2973717,2009031991,2020/03/06 18:43:41.998000000,2020/02/20 20:07:32.768000000,,20180139953.0,ALUNO DE GRADUAÇÃO
2973718,2009050826,2020/03/06 18:43:01.059000000,2020/02/20 20:07:32.816000000,,20180139953.0,ALUNO DE GRADUAÇÃO
2973719,2018010467,2020/03/05 10:35:27.048000000,2020/02/20 20:09:15.735000000,,20190028250.0,ALUNO DE GRADUAÇÃO
2973720,2010094559,2020/03/05 15:48:50.423000000,2020/02/20 20:11:53.269000000,2021/04/06 11:34:31.000000000,20170115081.0,ALUNO DE GRADUAÇÃO
2973721,2011033404,2020/03/05 15:48:50.402000000,2020/02/20 20:11:53.340000000,2021/04/06 11:34:37.000000000,20170115081.0,ALUNO DE GRADUAÇÃO
2973722,2018016298,,2020/02/20 20:12:05.773000000,2020/03/04 13:54:44.000000000,20200087565.0,ALUNO DE GRADUAÇÃO
2973723,2014059051,,2020/02/20 20:12:43.791000000,2020/03/02 19:49:24.000000000,20201000030.0,ALUNO DE PÓS-GRADUAÇÃO
2973724,2014002293,2020/03/06 13:32:15.313000000,2020/02/20 20:13:43.708000000,2021/04/06 11:45:08.000000000,20200128434.0,ALUNO DE GRADUAÇÃO
2973725,2008016323,2020/03/06 23:57:31.811000000,2020/02/20 20:14:32.439000000,2020/03/16 17:24:04.000000000,2013039356.0,ALUNO DE GRADUAÇÃO
2973726,2017039680,2020/03/05 20:26:39.312000000,2020/02/20 20:19:17.761000000,,20160116862.0,ALUNO DE GRADUAÇÃO
2973727,2013104553,,2020/02/20 20:24:43.433000000,2021/01/05 08:42:24.000000000,20170117747.0,ALUNO DE GRADUAÇÃO
2973728,2014004109,,2020/02/20 20:24:43.506000000,2021/01/05 08:41:58.000000000,20170117747.0,ALUNO DE GRADUAÇÃO
2973729,2012038457,2020/03/06 18:22:38.826000000,2020/02/20 20:26:00.828000000,2020/03/16 19:08:16.000000000,20160144295.0,ALUNO DE GRADUAÇÃO
2973730,2014086247,2020/03/06 18:22:38.804000000,2020/02/20 20:26:00.859000000,2020/03/16 19:08:06.000000000,20160144295.0,ALUNO DE GRADUAÇÃO
2973731,2009053983,2020/03/05 17:46:49.348000000,2020/02/20 20:26:24.763000000,,20170101890.0,ALUNO DE GRADUAÇÃO
2973732,2017028292,,2020/02/20 20:27:24.470000000,2020/03/16 12:36:06.000000000,20180076011.0,ALUNO DE GRADUAÇÃO
2973733,2017028286,2020/03/05 19:23:09.872000000,2020/02/20 20:28:09.820000000,,20180078070.0,ALUNO DE GRADUAÇÃO
2973734,2017032865,2020/03/04 14:17:39.461000000,2020/02/20 20:28:10.288000000,,20180146751.0,ALUNO DE GRADUAÇÃO
2973735,2017033683,2020/03/04 14:17:39.443000000,2020/02/20 20:28:10.364000000,,20180146751.0,ALUNO DE GRADUAÇÃO
2973736,L147900,2020/03/05 14:59:52.743000000,2020/02/20 20:28:55.936000000,2021/10/15 14:48:28.000000000,20190000090.0,ALUNO DE GRADUAÇÃO
2973737,2011079474,2020/03/05 14:59:52.720000000,2020/02/20 20:28:55.997000000,2020/03/10 18:35:11.000000000,20190000090.0,ALUNO DE GRADUAÇÃO
2973738,2016030958,,2020/02/20 20:30:18.805000000,,20180039994.0,ALUNO DE GRADUAÇÃO
2973739,2011069333,2020/03/03 15:56:23.589000000,2020/02/20 20:30:44.230000000,,20200093947.0,ALUNO DE GRADUAÇÃO
2973740,2014019223,2020/03/03 15:56:23.566000000,2020/02/20 20:30:44.293000000,,20200093947.0,ALUNO DE GRADUAÇÃO
2973741,2011033412,2020/03/05 15:48:34.934000000,2020/02/20 20:31:38.476000000,2020/11/18 10:21:32.000000000,20190107363.0,ALUNO DE GRADUAÇÃO
2973742,2014061471,2020/03/04 20:37:05.771000000,2020/02/20 20:32:57.141000000,,20190037198.0,ALUNO DE GRADUAÇÃO
2973743,2014061470,2020/03/05 13:54:42.383000000,2020/02/20 20:33:16.092000000,,20190073953.0,ALUNO DE GRADUAÇÃO
2973744,C023573,,2020/02/20 20:35:30.514000000,2020/03/11 18:56:51.000000000,20190076650.0,ALUNO DE GRADUAÇÃO
2973745,2014061469,,2020/02/20 20:35:30.559000000,2020/03/11 18:56:57.000000000,20190076650.0,ALUNO DE GRADUAÇÃO
2973746,C021893,2020/03/04 21:15:48.808000000,2020/02/20 20:38:32.552000000,,20200014863.0,ALUNO DE GRADUAÇÃO
2973747,2012008032,,2020/02/20 20:38:32.600000000,2020/03/04 21:08:03.000000000,20200014863.0,ALUNO DE GRADUAÇÃO
2973748,C015427,,2020/02/20 20:39:45.808000000,2020/03/05 20:30:49.000000000,20200122619.0,ALUNO DE GRADUAÇÃO
2973749,2012008031,2020/03/06 09:33:56.750000000,2020/02/20 20:39:45.855000000,,20200122619.0,ALUNO DE GRADUAÇÃO
2973750,C021892,2020/03/04 21:14:35.914000000,2020/02/20 20:40:52.136000000,,20200119918.0,ALUNO DE GRADUAÇÃO
2973751,2012008028,,2020/02/20 20:40:52.182000000,2020/03/04 21:08:15.000000000,20200119918.0,ALUNO DE GRADUAÇÃO
2973752,2017028386,2020/03/03 08:25:59.620000000,2020/02/20 20:41:44.298000000,2020/03/16 20:34:40.000000000,20160135080.0,ALUNO DE GRADUAÇÃO
2973753,2013014467,2020/03/04 11:24:00.535000000,2020/02/20 20:41:53.698000000,,20200079625.0,ALUNO DE GRADUAÇÃO
2973754,C015440,2020/03/04 13:40:35.172000000,2020/02/20 20:42:03.190000000,2021/02/02 16:04:37.000000000,20200044147.0,ALUNO DE GRADUAÇÃO
2973755,C017182,2020/03/06 10:54:37.116000000,2020/02/20 20:42:09.930000000,,20190042895.0,ALUNO DE GRADUAÇÃO
2973756,2011060749,2020/03/06 10:54:37.093000000,2020/02/20 20:42:09.973000000,2020/03/11 19:12:14.000000000,20190042895.0,ALUNO DE GRADUAÇÃO
2973757,2015005876,2020/03/04 22:56:01.960000000,2020/02/20 20:42:55.626000000,2021/09/27 13:46:57.000000000,20190000788.0,ALUNO DE GRADUAÇÃO
2973758,C021894,,2020/02/20 20:43:12.304000000,2020/03/04 15:30:49.000000000,20200011781.0,ALUNO DE GRADUAÇÃO
2973759,C017160,2020/03/04 17:43:48.080000000,2020/02/20 20:43:34.293000000,2021/11/11 15:33:26.000000000,20190111025.0,ALUNO DE GRADUAÇÃO
2973760,C023946,2020/03/04 17:43:48.052000000,2020/02/20 20:43:34.342000000,2021/11/11 15:32:55.000000000,20190111025.0,ALUNO DE GRADUAÇÃO
2973761,2014057931,2020/03/04 17:43:48.005000000,2020/02/20 20:43:34.386000000,2021/11/11 15:32:29.000000000,20190111025.0,ALUNO DE GRADUAÇÃO
2973762,C021889,,2020/02/20 20:43:55.452000000,2020/03/09 20:38:01.000000000,20200016349.0,ALUNO DE GRADUAÇÃO
2973763,C015425,2020/03/04 21:31:41.842000000,2020/02/20 20:44:41.333000000,,20200014406.0,ALUNO DE GRADUAÇÃO
2973764,2007026453,,2020/02/20 20:45:24.309000000,2020/03/10 10:41:43.000000000,20180019338.0,ALUNO DE GRADUAÇÃO
2973765,2013011500,,2020/02/20 20:45:24.373000000,2020/03/10 10:41:34.000000000,20180019338.0,ALUNO DE GRADUAÇÃO
2973766,C021888,2020/03/04 21:34:43.630000000,2020/02/20 20:45:50.630000000,2020/03/11 18:59:02.000000000,20200042821.0,ALUNO DE GRADUAÇÃO
2973767,C021886,,2020/02/20 20:46:11.806000000,2020/02/28 18:36:03.000000000,20200046141.0,ALUNO DE GRADUAÇÃO
2973768,2014055793,2020/03/03 15:11:11.339000000,2020/02/20 20:48:45.786000000,2021/05/12 12:52:21.000000000,20190105206.0,ALUNO DE GRADUAÇÃO
2973769,C015439,2020/03/06 16:53:36.228000000,2020/02/20 20:49:14.036000000,,20200015889.0,ALUNO DE GRADUAÇÃO
2973770,2012008030,2020/03/06 16:53:36.204000000,2020/02/20 20:49:14.077000000,,20200015889.0,ALUNO DE GRADUAÇÃO
2973771,2015013556,,2020/02/20 20:49:42.711000000,2021/01/05 10:09:53.000000000,20190094480.0,ALUNO DE GRADUAÇÃO
2973772,C015441,,2020/02/20 20:50:14.376000000,2020/03/05 20:29:35.000000000,20200013964.0,ALUNO DE GRADUAÇÃO
2973773,2012008026,,2020/02/20 20:50:14.418000000,2020/03/05 20:29:42.000000000,20200013964.0,ALUNO DE GRADUAÇÃO
2973774,2013006428,2020/03/06 16:02:43.367000000,2020/02/20 20:50:20.219000000,2022/02/22 09:34:10.000000000,20180048830.0,ALUNO DE GRADUAÇÃO
2973775,2013006433,2020/03/06 10:40:25.491000000,2020/02/20 20:51:04.200000000,2022/02/25 12:15:08.000000000,20180053090.0,ALUNO DE GRADUAÇÃO
2973776,2013006422,2020/03/06 10:33:28.043000000,2020/02/20 20:51:49.999000000,2022/03/07 15:09:04.000000000,20180055773.0,ALUNO DE GRADUAÇÃO
2973777,2013006436,2020/03/06 08:10:36.459000000,2020/02/20 20:52:33.581000000,2022/02/24 09:32:05.000000000,20180051611.0,ALUNO DE GRADUAÇÃO
2973778,2011019794,2020/03/06 10:54:37.069000000,2020/02/20 20:52:37.406000000,2020/03/11 19:12:26.000000000,20190042895.0,ALUNO DE GRADUAÇÃO
2973779,C021890,2020/03/04 21:09:12.683000000,2020/02/20 20:53:18.572000000,,20200123652.0,ALUNO DE GRADUAÇÃO
2973780,2015009016,2020/03/06 13:47:46.295000000,2020/02/20 20:53:58.909000000,,20190123661.0,ALUNO DE GRADUAÇÃO
2973781,2015009055,2020/03/06 13:47:46.270000000,2020/02/20 20:53:58.977000000,,20190123661.0,ALUNO DE GRADUAÇÃO
2973782,C020684,,2020/02/20 20:56:09.543000000,2020/02/27 13:57:07.000000000,3122350.0,DOCENTE
2973783,2014007901,2020/03/05 11:18:58.579000000,2020/02/20 20:56:33.599000000,,20190032010.0,ALUNO DE GRADUAÇÃO
2973784,2014019017,2020/03/05 11:18:58.558000000,2020/02/20 20:56:33.666000000,,20190032010.0,ALUNO DE GRADUAÇÃO
2973785,2009021600,,2020/02/20 20:57:24.329000000,2021/01/07 07:52:14.000000000,20180053572.0,ALUNO DE GRADUAÇÃO
2973786,2013006420,,2020/02/20 20:57:24.395000000,2021/01/07 07:52:08.000000000,20180053572.0,ALUNO DE GRADUAÇÃO
2973787,2010094428,,2020/02/20 20:58:13.860000000,2021/08/06 08:36:52.000000000,20181022122.0,ALUNO DE PÓS-GRADUAÇÃO
2973788,2011037882,,2020/02/20 20:59:53.434000000,2020/03/09 20:39:53.000000000,20170135039.0,ALUNO DE GRADUAÇÃO
2973789,2014054858,,2020/02/20 20:59:53.498000000,2020/03/09 20:40:01.000000000,20170135039.0,ALUNO DE GRADUAÇÃO
2973790,2015009021,2020/03/06 20:28:49.078000000,2020/02/20 21:00:47.971000000,,20190118581.0,ALUNO DE GRADUAÇÃO
2973791,2015009056,2020/03/06 20:28:49.056000000,2020/02/20 21:00:48.045000000,,20190118581.0,ALUNO DE GRADUAÇÃO
2973792,2016028836,2020/03/04 06:44:17.090000000,2020/02/20 21:01:39.876000000,,20190130380.0,ALUNO DE GRADUAÇÃO
2973793,2013113826,,2020/02/20 21:02:01.868000000,2020/02/28 15:16:10.000000000,20192007492.0,ALUNO DE PÓS-GRADUAÇÃO
2973794,2013109200,,2020/02/20 21:03:16.058000000,2020/03/09 18:17:57.000000000,20190091648.0,ALUNO DE GRADUAÇÃO
2973795,2014050378,,2020/02/20 21:03:16.127000000,2020/03/09 18:18:09.000000000,20190091648.0,ALUNO DE GRADUAÇÃO
2973796,2010072867,2020/03/06 15:44:23.424000000,2020/02/20 21:04:21.546000000,2021/05/05 09:39:23.000000000,2012915733.0,ALUNO DE GRADUAÇÃO
2973797,2015035886,2020/03/06 15:44:23.399000000,2020/02/20 21:04:21.608000000,2021/05/05 09:39:30.000000000,2012915733.0,ALUNO DE GRADUAÇÃO
2973798,L053070,2020/03/05 06:38:40.422000000,2020/02/20 21:06:01.069000000,2021/04/14 11:04:08.000000000,20180046836.0,ALUNO DE GRADUAÇÃO
2973799,2009056289,2020/03/06 01:19:48.754000000,2020/02/20 21:08:38.307000000,2021/06/18 14:05:26.000000000,20200073588.0,ALUNO DE GRADUAÇÃO
2973800,2011032936,2020/03/06 01:19:48.730000000,2020/02/20 21:08:38.394000000,2021/06/18 14:05:37.000000000,20200073588.0,ALUNO DE GRADUAÇÃO
2973801,2015035110,2020/03/06 01:19:48.703000000,2020/02/20 21:08:38.462000000,2021/06/18 14:05:49.000000000,20200073588.0,ALUNO DE GRADUAÇÃO
2973802,2014083010,2020/03/04 04:57:14.982000000,2020/02/20 21:09:24.686000000,2020/03/17 17:07:25.000000000,20180013290.0,ALUNO DE GRADUAÇÃO
2973803,2018031924,2020/03/06 17:08:55.465000000,2020/02/20 21:09:49.442000000,2022/02/22 12:41:32.000000000,20155133835.0,ALUNO DE GRADUAÇÃO
2973804,2016031667,2020/03/06 08:18:19.829000000,2020/02/20 21:10:17.047000000,2021/05/26 10:38:37.000000000,20180145763.0,ALUNO DE GRADUAÇÃO
2973805,2011033413,2020/03/06 21:36:00.356000000,2020/02/20 21:10:22.286000000,2021/09/23 13:50:02.000000000,20190081884.0,ALUNO DE GRADUAÇÃO
2973806,2013104556,2020/03/06 23:50:13.219000000,2020/02/20 21:10:50.286000000,,20190099904.0,ALUNO DE GRADUAÇÃO
2973807,2018022577,2020/03/06 23:50:13.196000000,2020/02/20 21:10:50.352000000,2020/03/11 20:17:38.000000000,20190099904.0,ALUNO DE GRADUAÇÃO
2973808,2015003691,2020/03/04 08:07:52.055000000,2020/02/20 21:11:27.761000000,2021/08/25 12:38:26.000000000,20180098215.0,ALUNO DE GRADUAÇÃO
2973809,2019025690,,2020/02/20 21:11:37.442000000,2020/03/04 20:33:06.000000000,20200101548.0,ALUNO DE GRADUAÇÃO
2973810,2016010831,2020/03/06 10:09:23.965000000,2020/02/20 21:12:15.658000000,,20160156732.0,ALUNO DE GRADUAÇÃO
2973811,2018011803,2020/03/06 10:09:23.945000000,2020/02/20 21:12:15.716000000,,20160156732.0,ALUNO DE GRADUAÇÃO
2973812,2018026699,2020/03/05 15:21:52.817000000,2020/02/20 21:12:22.079000000,2022/02/25 09:04:11.000000000,20180140640.0,ALUNO DE GRADUAÇÃO
2973813,2015025161,,2020/02/20 21:13:18.851000000,2021/01/07 09:42:15.000000000,2016030390.0,ALUNO DE GRADUAÇÃO
2973814,2013115190,2020/03/02 14:32:49.891000000,2020/02/20 21:15:10.768000000,2020/03/16 20:43:24.000000000,20190148562.0,ALUNO DE GRADUAÇÃO
2973815,2016025655,2020/03/02 14:32:49.856000000,2020/02/20 21:15:10.834000000,2020/03/16 20:43:13.000000000,20190148562.0,ALUNO DE GRADUAÇÃO
2973816,2007006310,2021/08/10 01:06:10.333000000,2020/02/20 21:16:42.023000000,,20201003354.0,ALUNO DE PÓS-GRADUAÇÃO
2973817,2007005670,2021/08/10 01:06:10.313000000,2020/02/20 21:16:42.123000000,,20201003354.0,ALUNO DE PÓS-GRADUAÇÃO
2973818,2008024559,,2020/02/20 21:16:42.196000000,2020/02/21 17:00:33.000000000,20201003354.0,ALUNO DE PÓS-GRADUAÇÃO
2973819,2010063639,2021/08/10 01:06:10.293000000,2020/02/20 21:16:42.253000000,,20201003354.0,ALUNO DE PÓS-GRADUAÇÃO
2973820,2017021454,2021/08/10 01:06:10.271000000,2020/02/20 21:16:42.309000000,,20201003354.0,ALUNO DE PÓS-GRADUAÇÃO
2973821,X008049,2020/03/06 23:50:13.173000000,2020/02/20 21:17:15.644000000,,20190099904.0,ALUNO DE GRADUAÇÃO
2973822,2011024373,2020/03/04 10:01:56.483000000,2020/02/20 21:20:45.796000000,2020/03/09 13:04:43.000000000,20190115267.0,ALUNO DE GRADUAÇÃO
2973823,2017020396,2020/03/04 10:01:56.459000000,2020/02/20 21:20:45.858000000,2020/03/17 12:57:41.000000000,20190115267.0,ALUNO DE GRADUAÇÃO
2973824,C015840,2020/03/06 22:03:32.453000000,2020/02/20 21:25:30.159000000,2021/04/20 17:37:15.000000000,20170131998.0,ALUNO DE GRADUAÇÃO
2973825,2013109976,2020/03/06 22:03:32.432000000,2020/02/20 21:25:30.205000000,2021/04/30 16:25:42.000000000,20170131998.0,ALUNO DE GRADUAÇÃO
2973826,2013114971,2020/03/06 22:03:32.410000000,2020/02/20 21:25:30.248000000,2021/04/20 17:36:43.000000000,20170131998.0,ALUNO DE GRADUAÇÃO
2973827,2011023954,,2020/02/20 21:26:14.622000000,2020/03/06 20:03:04.000000000,20170122827.0,ALUNO DE GRADUAÇÃO
2973828,2017028281,,2020/02/20 21:28:07.230000000,2020/03/09 20:35:35.000000000,20170135039.0,ALUNO DE GRADUAÇÃO
2973829,2017008662,,2020/02/20 21:28:33.601000000,2020/03/04 18:42:23.000000000,20190032478.0,ALUNO DE GRADUAÇÃO
2973830,2013001336,2020/03/05 13:33:04.873000000,2020/02/20 21:31:42.742000000,2021/04/05 13:38:45.000000000,20170125954.0,ALUNO DE GRADUAÇÃO
2973831,L184371,,2020/02/20 21:34:13.802000000,2020/03/06 16:52:48.000000000,20200077040.0,ALUNO DE GRADUAÇÃO
2973832,2013104549,,2020/02/20 21:34:13.874000000,2020/03/06 16:52:19.000000000,20200077040.0,ALUNO DE GRADUAÇÃO
2973833,2011062231,,2020/02/20 21:39:13.084000000,2020/03/02 20:25:08.000000000,20200123939.0,ALUNO DE GRADUAÇÃO
2973834,2008052222,,2020/02/20 21:40:01.981000000,2020/03/02 20:24:58.000000000,20200123939.0,ALUNO DE GRADUAÇÃO
2973835,2012038696,2020/03/05 21:05:14.178000000,2020/02/20 21:41:36.276000000,2021/05/12 11:52:44.000000000,2011047582.0,ALUNO DE GRADUAÇÃO
2973836,C002506,2020/03/06 19:35:09.411000000,2020/02/20 21:49:42.759000000,2020/03/16 20:34:00.000000000,20200109045.0,ALUNO DE GRADUAÇÃO
2973837,2013106510,2020/03/06 19:35:09.389000000,2020/02/20 21:49:42.803000000,2020/03/16 20:33:51.000000000,20200109045.0,ALUNO DE GRADUAÇÃO
2973838,C002511,2020/03/06 09:38:19.924000000,2020/02/20 21:50:38.377000000,,20200028303.0,ALUNO DE GRADUAÇÃO
2973839,2013106507,2020/03/06 09:38:19.900000000,2020/02/20 21:50:38.425000000,,20200028303.0,ALUNO DE GRADUAÇÃO
2973840,C002507,2020/03/05 17:49:06.707000000,2020/02/20 21:51:41.995000000,,20200028125.0,ALUNO DE GRADUAÇÃO
2973841,2011040136,2020/03/05 17:49:06.683000000,2020/02/20 21:51:42.048000000,2020/03/10 20:32:48.000000000,20200028125.0,ALUNO DE GRADUAÇÃO
2973842,2018019108,,2020/02/20 21:51:42.090000000,2020/02/28 20:30:43.000000000,20200028125.0,ALUNO DE GRADUAÇÃO
2973843,2009023303,,2020/02/21 07:20:43.948000000,2020/02/27 07:34:27.000000000,20203014070.0,ALUNO MÉDIO/TÉCNICO
2973844,2012046275,,2020/02/21 07:20:44.058000000,2020/02/27 07:34:39.000000000,20203014070.0,ALUNO MÉDIO/TÉCNICO
